Date,Ping (ms),Download (Mbps),Upload (Mbps)
2020-07-07 20:30:41.425801,45.0,6.13,1.11
2020-07-07 21:00:41.041990,59.0,5.98,1.23
2020-07-07 21:30:52.575474,48.0,2.72,0.87
2020-07-07 22:00:50.218526,42.0,4.51,1.05
2020-07-08 09:01:30.237919,44.0,6.07,1.22
2020-07-08 09:31:03.490009,44.0,6.17,1.04
2020-07-08 10:08:11.150995,48.0,6.11,1.08
2020-07-08 10:30:56.478661,42.0,6.04,1.13
2020-07-08 11:00:54.769292,119.0,2.95,0.99
2020-07-08 11:31:32.836994,41.0,5.94,0.97
2020-07-08 12:00:53.709099,63.0,4.75,1.02
2020-07-08 12:30:53.684426,53.0,5.01,1.06
2020-07-08 13:03:47.795575,45.0,6.06,1.22
2020-07-08 13:31:14.763648,44.0,5.86,1.16
2020-07-08 14:00:36.770320,45.0,5.82,1.06
2020-07-08 14:30:43.510890,116.0,4.09,1.07
2020-07-08 15:30:40.177631,48.0,5.68,1.08
2020-07-08 16:00:42.072501,45.0,5.66,1.15
2020-07-08 16:30:39.581432,40.0,6.02,1.07
2020-07-08 17:00:39.536272,56.0,6.18,1.08
2020-07-08 17:30:32.848906,44.0,6.06,1.26
2020-07-08 18:00:38.768612,41.0,6.12,1.09
2020-07-08 18:30:37.624052,40.0,6.01,1.01
2020-07-08 19:00:36.401037,41.0,6.16,1.21
2020-07-08 19:30:40.801525,41.0,4.68,1.1
2020-07-08 20:00:44.483301,91.0,6.04,1.15
2020-07-08 20:32:06.215435,44.0,5.93,1.2
2020-07-08 21:00:36.587804,53.0,5.97,0.99
2020-07-08 21:30:41.906963,180.0,2.94,0.84
2020-07-08 22:00:44.563984,43.0,6.1,1.16
2020-07-08 22:30:33.510946,69.0,5.97,1.12
2020-07-08 23:00:34.737572,84.0,6.07,1.06
2020-07-08 23:30:31.725917,44.0,6.12,1.13
2020-07-09 00:00:50.271148,40.0,6.17,1.03
2020-07-09 00:30:30.986104,48.0,6.19,1.2
2020-07-09 01:00:32.085907,57.0,6.1,1.13
2020-07-09 01:30:31.603723,45.0,6.13,1.1
2020-07-09 02:00:34.155616,48.0,6.12,1.09
2020-07-09 02:30:34.409711,41.0,5.84,0.96
2020-07-09 03:00:34.209330,59.0,5.84,1.03
2020-07-09 03:30:36.815965,40.0,6.23,1.06
2020-07-09 04:00:33.064730,41.0,5.92,1.11
2020-07-09 04:30:31.510521,58.0,6.09,1.19
2020-07-09 05:00:31.673332,44.0,6.18,1.2
2020-07-09 05:30:32.618554,42.0,5.95,1.06
2020-07-09 06:00:35.373959,126.0,5.68,1.0
2020-07-09 06:30:35.002981,100.0,4.95,0.82
2020-07-09 07:00:34.588326,44.0,5.92,1.15
2020-07-09 07:30:32.040906,43.0,6.05,1.19
2020-07-09 08:00:32.830461,40.0,6.19,1.13
2020-07-09 08:30:32.664698,44.0,6.15,1.15
2020-07-09 09:00:35.318209,40.0,6.04,1.07
2020-07-09 09:30:32.290080,51.0,6.13,1.15
2020-07-09 10:00:36.215269,40.0,6.14,1.05
2020-07-09 10:30:34.422150,43.0,6.12,1.15
2020-07-09 11:00:32.797709,40.0,6.1,1.16
2020-07-09 11:30:32.078165,40.0,6.15,1.06
2020-07-09 12:00:34.868190,40.0,6.11,1.1
2020-07-09 12:30:30.832106,40.0,6.17,1.27
2020-07-09 13:00:33.518973,46.0,6.14,1.02
2020-07-09 13:30:31.839792,44.0,6.16,1.16
2020-07-09 14:00:37.395145,40.0,6.17,1.11
2020-07-09 14:30:37.645678,42.0,6.18,1.01
2020-07-09 15:00:47.075150,40.0,6.23,1.14
2020-07-09 15:31:48.587143,40.0,6.14,1.0
2020-07-09 16:00:35.144980,40.0,6.22,1.23
2020-07-09 16:30:37.545804,40.0,6.25,0.98
2020-07-09 17:00:35.882891,40.0,6.19,1.15
2020-07-09 17:30:34.784155,40.0,6.17,1.18
2020-07-09 18:00:38.259335,40.0,6.24,1.12
2020-07-09 18:30:36.276164,41.0,6.07,1.09
2020-07-09 19:00:38.481481,40.0,6.17,1.04
2020-07-09 19:30:36.610627,41.0,6.17,1.07
2020-07-09 20:00:37.578750,45.0,6.14,1.03
2020-07-09 20:30:41.062366,39.0,3.02,0.86
2020-07-09 21:00:47.870179,44.0,3.46,0.93
2020-07-09 21:30:46.426827,48.0,3.83,0.85
2020-07-09 22:00:44.760673,111.0,4.63,0.93
2020-07-09 22:30:28.083472,40.0,6.11,1.11
2020-07-09 23:00:34.939878,40.0,6.08,1.21
2020-07-09 23:30:35.476728,28.0,5.96,1.17
2020-07-10 00:00:51.572628,40.0,6.16,1.22
2020-07-10 00:30:42.595305,120.0,3.43,1.01
2020-07-10 01:00:37.547966,40.0,6.07,1.02
2020-07-10 01:30:32.304963,44.0,6.09,1.12
2020-07-10 02:00:36.321028,40.0,6.13,1.12
2020-07-10 02:30:27.985186,42.0,6.06,1.17
2020-07-10 03:00:39.534532,40.0,6.15,0.93
2020-07-10 03:30:36.004466,49.0,6.08,1.07
2020-07-10 04:00:47.607017,46.0,6.16,1.12
2020-07-10 04:30:34.036730,40.0,6.2,1.14
2020-07-10 05:00:36.622130,45.0,6.17,1.08
2020-07-10 05:30:35.404906,44.0,6.18,1.18
2020-07-10 06:00:37.053170,49.0,5.91,1.1
2020-07-10 06:30:37.430571,49.0,6.11,1.11
2020-07-10 07:00:40.032765,75.0,6.01,0.99
2020-07-10 07:30:38.813460,40.0,6.09,1.03
2020-07-10 08:00:49.794557,40.0,6.15,1.13
2020-07-10 08:30:36.932700,45.0,5.82,0.97
2020-07-10 09:00:40.688259,43.0,6.16,1.03
2020-07-10 09:30:37.299748,44.0,6.11,1.08
2020-07-10 10:00:40.679768,48.0,6.01,1.03
2020-07-10 10:30:38.121769,43.0,5.99,1.01
2020-07-10 11:00:37.411918,40.0,6.06,1.06
2020-07-10 11:30:37.751953,47.0,5.96,1.1
2020-07-10 12:01:10.646095,41.0,6.12,1.1
2020-07-10 12:30:35.555617,47.0,6.16,1.17
2020-07-10 13:00:35.229416,44.0,6.17,1.2
2020-07-10 13:30:35.597705,40.0,6.25,1.15
2020-07-10 14:00:37.091072,45.0,6.22,0.98
2020-07-10 14:30:36.255688,48.0,6.15,1.06
2020-07-10 15:00:35.195925,44.0,6.11,1.17
2020-07-10 15:30:34.084575,43.0,6.17,1.15
2020-07-10 16:00:35.583694,40.0,6.14,1.08
2020-07-10 16:30:33.730367,46.0,6.13,0.99
2020-07-10 17:00:36.206512,45.0,6.17,1.02
2020-07-10 17:30:35.503822,40.0,6.14,1.02
2020-07-10 18:00:35.350011,61.0,6.04,1.13
2020-07-10 18:30:33.091860,40.0,6.15,1.15
2020-07-10 19:00:35.499090,44.0,6.19,1.09
2020-07-10 19:30:36.075471,44.0,6.14,1.03
2020-07-10 20:00:38.676916,45.0,3.62,0.97
2020-07-10 20:30:37.949672,45.0,4.23,0.86
2020-07-10 21:00:45.963931,176.0,2.86,0.96
2020-07-10 21:31:04.650815,41.0,6.2,1.06
2020-07-10 22:00:50.219867,75.0,2.71,0.88
2020-07-10 22:30:39.061696,54.0,6.18,1.08
2020-07-11 11:45:16.904820,56.0,6.12,1.12
2020-07-11 12:01:04.717704,49.0,3.46,1.02
2020-07-11 12:30:37.200766,59.0,4.66,0.86
2020-07-11 13:00:42.331523,112.0,5.31,0.93
2020-07-11 13:30:39.668947,56.0,4.27,0.9
2020-07-11 14:00:40.588338,40.0,4.7,0.98
2020-07-11 14:30:37.784504,40.0,5.32,1.05
2020-07-11 15:00:39.661201,45.0,4.51,1.03
2020-07-11 15:30:40.689337,43.0,5.29,0.9
2020-07-11 16:00:39.647593,44.0,4.27,1.08
2020-07-11 16:30:47.335262,138.0,1.82,0.71
2020-07-11 17:00:42.364915,60.0,4.89,1.06
2020-07-11 17:30:40.409527,47.0,6.01,1.03
2020-07-11 18:00:43.167097,64.0,3.19,0.94
2020-07-11 18:30:36.000401,42.0,6.18,0.99
2020-07-11 19:00:40.469871,47.0,5.92,1.12
2020-07-11 19:30:31.525343,44.0,6.11,1.24
2020-07-11 20:00:48.431650,45.0,6.12,0.67
2020-07-11 20:30:40.514482,42.0,6.13,1.06
2020-07-11 21:00:42.740131,45.0,5.73,1.14
2020-07-11 21:30:42.014036,44.0,3.9,1.01
2020-07-11 22:00:44.800480,44.0,6.13,0.88
2020-07-11 22:30:34.353911,82.0,3.98,1.16
2020-07-11 23:00:46.493898,101.0,4.88,1.0
2020-07-11 23:30:33.126482,45.0,6.16,1.02
2020-07-12 00:00:31.098906,48.0,6.04,1.12
2020-07-12 00:30:29.031725,40.0,6.08,1.15
2020-07-12 01:00:31.673999,40.0,6.15,1.21
2020-07-12 01:30:27.405855,48.0,6.1,1.19
2020-07-12 02:00:30.865052,57.0,6.17,1.23
2020-07-12 02:30:28.063686,44.0,6.1,1.12
2020-07-12 03:00:31.747328,57.0,6.05,1.16
2020-07-12 03:30:28.397523,59.0,6.19,1.08
2020-07-12 04:00:32.812375,48.0,6.18,1.08
2020-07-12 04:30:28.185831,41.0,6.13,1.04
2020-07-12 05:00:32.055029,58.0,6.14,1.17
2020-07-12 05:30:29.024212,44.0,6.07,1.06
2020-07-12 06:00:33.656582,58.0,6.08,1.08
2020-07-12 06:30:28.699792,43.0,6.14,1.06
2020-07-12 07:00:34.889627,60.0,5.96,1.13
2020-07-12 07:30:29.614353,80.0,4.92,1.07
2020-07-12 08:00:33.891881,49.0,6.13,1.1
2020-07-12 08:30:27.556452,57.0,5.98,1.18
2020-07-12 09:00:31.608677,60.0,5.96,1.18
2020-07-12 09:30:27.912330,42.0,6.07,1.17
2020-07-12 10:00:35.325133,57.0,5.31,0.99
2020-07-12 10:30:39.992878,60.0,4.85,1.19
2020-07-12 11:00:40.888831,59.0,5.84,1.05
2020-07-12 11:30:38.407130,73.0,5.85,0.94
2020-07-12 12:00:31.464815,57.0,6.1,1.15
2020-07-12 12:30:42.784777,60.0,3.93,0.86
2020-07-12 13:00:46.031371,44.0,3.78,1.05
2020-07-12 13:30:47.538597,121.0,2.68,0.94
2020-07-12 14:00:35.882500,44.0,6.04,0.99
2020-07-12 14:30:50.801955,199.0,3.58,0.95
2020-07-12 15:00:44.045750,58.0,4.35,0.9
2020-07-12 15:30:45.967915,40.0,6.13,1.07
2020-07-12 16:00:42.832628,42.0,6.04,1.08
2020-07-12 16:30:41.480408,40.0,6.15,0.99
2020-07-12 17:00:50.437414,40.0,6.16,1.07
2020-07-12 17:30:39.721667,40.0,6.05,1.02
2020-07-12 18:00:45.165413,49.0,6.1,1.2
2020-07-12 18:30:38.583329,46.0,5.79,1.21
2020-07-12 19:00:32.542685,49.0,6.0,1.12
2020-07-12 19:31:20.952295,101.0,5.85,1.06
2020-07-12 20:00:45.872630,60.0,4.25,0.78
2020-07-12 20:30:41.937062,59.0,4.81,1.08
2020-07-12 21:00:44.505660,60.0,4.47,0.84
2020-07-12 21:30:38.360505,40.0,6.08,1.2
2020-07-12 22:00:45.365213,102.0,4.3,0.86
2020-07-12 22:30:38.182370,59.0,6.15,1.12
2020-07-12 23:00:42.481510,48.0,6.07,1.02
2020-07-12 23:30:36.803920,42.0,6.15,1.19
2020-07-13 00:00:57.742903,42.0,6.17,1.25
2020-07-13 00:30:39.530670,48.0,6.18,1.02
2020-07-13 01:00:39.489568,49.0,6.15,1.06
2020-07-13 01:30:37.143417,43.0,6.06,1.21
2020-07-13 02:00:38.323780,44.0,6.16,1.12
2020-07-13 02:30:39.165310,54.0,6.19,1.05
2020-07-13 03:00:39.468545,40.0,6.18,1.12
2020-07-13 03:30:40.256342,40.0,6.13,1.17
2020-07-13 04:00:39.085153,43.0,6.07,1.17
2020-07-13 04:30:39.843147,40.0,6.09,1.06
2020-07-13 05:00:41.249893,40.0,6.13,1.17
2020-07-13 05:30:40.498309,40.0,5.96,0.97
2020-07-13 06:00:39.217828,40.0,6.06,1.1
2020-07-13 06:30:39.512298,44.0,5.65,1.08
2020-07-13 07:00:42.235631,47.0,4.28,1.02
2020-07-13 07:30:39.405402,42.0,6.13,1.16
2020-07-13 08:00:42.270852,40.0,5.35,1.08
2020-07-13 08:30:42.200601,100.0,5.32,1.0
2020-07-13 09:00:41.085361,51.0,6.2,1.12
2020-07-13 09:30:43.201514,40.0,6.14,1.09
2020-07-13 10:00:45.879915,39.0,6.15,1.11
2020-07-13 10:30:43.309303,39.0,6.14,1.01
2020-07-13 11:00:44.520453,40.0,6.14,1.2
2020-07-13 11:30:55.583551,40.0,6.1,0.96
2020-07-13 12:00:31.238577,60.0,5.99,1.11
2020-07-13 12:30:28.099319,40.0,6.23,1.16
2020-07-13 13:00:36.137513,40.0,6.05,0.98
2020-07-13 13:30:27.754139,43.0,6.13,1.06
2020-07-13 14:00:30.006839,40.0,6.04,1.04
2020-07-13 14:30:28.837439,40.0,6.12,1.05
2020-07-13 15:00:28.020220,40.0,6.16,1.21
2020-07-13 15:30:30.000844,40.0,6.06,0.94
2020-07-13 16:00:30.862479,43.0,6.15,1.08
2020-07-13 16:30:26.811785,40.0,6.08,1.17
2020-07-13 17:00:28.361127,60.0,6.11,1.14
2020-07-13 17:30:27.699021,40.0,6.19,1.16
2020-07-13 18:00:29.885433,57.0,6.02,1.2
2020-07-13 18:30:27.640304,59.0,5.98,1.15
2020-07-13 19:00:34.221763,51.0,6.18,1.02
2020-07-13 19:30:27.142968,42.0,6.13,1.13
2020-07-13 20:00:33.172880,57.0,6.11,1.13
2020-07-13 20:30:27.985979,40.0,6.13,1.12
2020-07-13 21:00:29.800861,44.0,5.87,1.08
2020-07-13 21:30:44.379547,60.0,4.22,1.0
2020-07-13 22:00:39.614499,41.0,6.07,1.09
2020-07-14 07:01:02.579975,66.0,4.73,1.12
2020-07-14 07:30:40.560634,45.0,6.06,1.22
2020-07-14 08:00:40.271629,43.0,6.17,1.11
2020-07-14 08:30:40.168735,44.0,6.22,1.02
2020-07-14 09:01:08.336361,40.0,6.13,1.09
2020-07-14 09:30:37.515556,42.0,6.05,1.17
2020-07-14 10:00:39.227082,58.0,5.95,1.1
2020-07-14 10:30:40.348785,49.0,6.05,1.1
2020-07-14 11:00:39.919310,48.0,6.08,1.09
2020-07-14 11:30:43.507376,40.0,6.09,1.17
2020-07-14 12:00:39.062808,45.0,6.03,1.1
2020-07-14 12:30:38.752894,41.0,5.93,1.08
2020-07-14 13:00:37.915489,45.0,6.08,1.16
2020-07-14 13:30:39.490352,41.0,6.14,1.05
2020-07-14 14:01:15.416151,40.0,5.94,1.05
2020-07-14 14:30:39.766048,40.0,6.01,0.99
2020-07-14 15:00:40.431383,49.0,6.05,1.11
2020-07-14 15:30:37.637372,56.0,6.08,1.14
2020-07-14 16:00:39.889882,47.0,6.07,1.03
2020-07-14 16:30:38.948094,56.0,6.07,0.95
2020-07-14 17:00:37.912316,49.0,6.06,1.1
2020-07-14 17:30:37.580158,44.0,6.1,1.13
2020-07-14 18:00:40.400134,59.0,6.0,0.96
2020-07-14 18:30:39.218988,46.0,5.67,1.04
2020-07-14 19:00:45.645146,46.0,5.99,1.02
2020-07-14 19:30:44.730291,41.0,6.08,1.15
2020-07-14 20:00:39.415440,45.0,5.95,1.11
2020-07-14 20:30:44.922592,100.0,4.11,1.06
2020-07-14 21:00:35.031579,60.0,5.74,1.07
2020-07-14 21:30:37.339500,44.0,5.9,1.04
2020-07-14 22:00:39.634162,52.0,5.77,0.94
2020-07-14 22:30:38.689430,40.0,5.78,0.96
2020-07-14 23:00:39.532033,46.0,6.05,1.07
2020-07-14 23:30:39.282433,44.0,5.91,1.07
2020-07-15 00:01:01.448801,48.0,5.93,1.01
2020-07-15 00:30:39.244493,49.0,5.89,1.08
2020-07-15 01:00:39.631975,49.0,5.99,1.09
2020-07-15 01:30:40.516014,57.0,5.92,0.97
2020-07-15 02:00:38.008262,41.0,5.93,1.14
2020-07-15 02:30:39.408914,42.0,5.89,1.0
2020-07-15 03:00:44.151285,40.0,5.98,1.04
2020-07-15 03:30:40.574064,43.0,6.23,0.96
2020-07-15 04:00:43.728495,44.0,6.16,0.94
2020-07-15 04:30:38.886192,39.0,6.23,1.07
2020-07-15 05:00:39.263497,60.0,6.04,1.18
2020-07-15 05:30:39.341087,40.0,6.06,0.99
2020-07-15 06:00:38.253481,44.0,5.94,1.21
2020-07-15 06:30:38.086203,40.0,5.78,1.18
2020-07-15 07:01:36.201010,40.0,5.97,1.05
2020-07-15 07:30:48.569707,60.0,4.79,0.98
2020-07-15 08:04:32.536842,41.0,6.09,1.14
2020-07-15 08:32:41.033502,57.0,5.36,0.88
2020-07-15 09:01:15.393170,43.0,4.44,1.11
2020-07-15 09:30:43.194909,48.0,6.0,1.1
2020-07-15 10:00:40.964229,44.0,5.83,1.13
2020-07-15 11:00:47.569469,58.0,5.55,1.07
2020-07-15 11:30:44.167545,59.0,4.89,1.07
2020-07-15 12:01:31.005471,43.0,5.76,1.2
2020-07-15 12:30:36.626850,65.0,2.79,0.93
2020-07-15 13:00:37.725962,57.0,5.71,1.11
2020-07-15 13:30:42.628853,40.0,5.65,1.2
2020-07-15 14:00:44.417795,45.0,5.16,1.13
2020-07-15 14:31:00.421232,61.0,4.47,1.12
2020-07-15 15:00:46.687358,59.0,4.09,1.13
2020-07-15 15:30:42.386561,40.0,5.6,1.15
2020-07-15 16:00:37.595491,56.0,5.73,1.12
2020-07-15 16:30:40.583809,49.0,5.29,1.01
2020-07-15 17:00:56.317883,40.0,5.61,1.13
2020-07-15 17:30:28.256836,52.0,5.48,1.06
2020-07-15 18:00:39.142971,46.0,5.54,1.1
2020-07-15 18:33:03.855089,48.0,5.69,1.08
2020-07-15 19:00:42.114909,42.0,5.37,1.16
2020-07-15 19:30:37.374951,48.0,5.49,0.99
2020-07-15 20:00:38.106655,44.0,5.58,1.13
2020-07-15 20:30:38.931851,48.0,5.59,0.98
2020-07-15 21:00:37.185033,59.0,5.66,1.15
2020-07-15 21:30:40.579707,99.0,4.39,0.93
2020-07-15 22:30:57.454847,115.0,1.49,0.96
2020-07-15 23:01:08.808651,40.0,2.26,0.71
2020-07-15 23:31:02.242604,36.0,0.95,0.51
2020-07-16 00:01:00.611237,54.0,2.36,0.99
2020-07-16 00:30:48.685751,48.0,2.3,1.03
2020-07-16 01:00:43.509944,60.0,2.3,0.97
2020-07-16 01:30:41.528262,44.0,2.29,1.02
2020-07-16 02:00:41.835810,45.0,2.23,1.1
2020-07-16 02:30:42.447630,45.0,2.2,0.98
2020-07-16 03:00:44.259819,48.0,2.38,0.96
2020-07-16 03:30:42.670960,42.0,2.29,0.97
2020-07-16 04:00:41.136131,57.0,2.26,1.12
2020-07-16 04:30:44.033304,48.0,2.46,1.04
2020-07-16 05:00:45.393018,107.0,1.98,0.86
2020-07-16 05:30:38.133291,100.0,2.01,1.12
2020-07-16 06:00:42.088992,97.0,2.17,0.96
2020-07-16 06:30:47.803869,120.0,1.54,0.58
2020-07-16 07:00:36.527278,44.0,2.09,0.92
2020-07-16 07:30:38.599951,46.0,2.46,1.09
2020-07-16 08:00:38.957155,80.0,2.23,1.0
2020-07-16 08:30:49.095367,57.0,1.27,0.5
2020-07-16 09:00:37.361706,40.0,2.46,0.97
2020-07-16 09:30:35.864446,40.0,2.45,1.14
2020-07-16 10:00:35.483245,44.0,2.44,1.19
2020-07-16 10:30:37.567950,43.0,2.42,1.08
2020-07-16 11:00:38.175584,47.0,2.32,1.09
2020-07-16 11:30:37.996371,62.0,1.98,1.03
2020-07-16 12:00:37.016159,53.0,2.1,1.05
2020-07-16 12:30:36.827664,45.0,2.18,1.03
2020-07-16 13:00:37.470700,60.0,2.31,1.13
2020-07-16 13:30:39.074666,47.0,2.44,0.98
2020-07-16 14:00:30.890001,60.0,2.36,1.02
2020-07-16 14:30:38.347548,27.0,2.21,1.12
2020-07-16 15:00:37.435989,44.0,2.02,0.99
2020-07-16 15:30:37.748199,54.0,2.14,0.96
2020-07-16 16:00:37.501257,49.0,2.22,0.97
2020-07-16 16:30:37.038011,45.0,2.28,1.0
2020-07-16 17:00:35.924213,45.0,2.17,1.05
2020-07-16 17:30:37.967482,65.0,2.31,1.0
2020-07-16 18:00:35.946598,50.0,2.41,1.12
2020-07-16 18:30:37.628683,60.0,2.1,1.03
2020-07-16 19:00:39.966503,69.0,2.22,1.02
2020-07-16 19:30:36.224487,41.0,2.16,1.04
2020-07-16 20:01:03.366498,382.0,1.42,0.85
2020-07-16 21:00:38.172525,56.0,2.45,1.05
2020-07-16 21:30:43.126467,118.0,2.03,0.86
2020-07-16 22:00:44.241367,80.0,1.43,0.84
2020-07-16 22:30:43.676744,80.0,1.92,0.83
2020-07-17 17:01:34.546794,460.0,1.02,0.83
2020-07-17 17:47:32.197120,386.0,1.37,0.87
2020-07-17 18:00:49.837561,118.0,1.64,0.82
2020-07-17 18:30:50.945527,448.0,1.44,0.84
2020-07-17 19:00:45.759843,369.0,1.8,0.87
2020-07-17 19:30:28.283000,40.0,2.31,1.01
2020-07-17 20:00:28.803588,44.0,2.41,1.11
2020-07-17 20:30:32.059394,40.0,2.46,0.85
2020-07-17 21:00:32.710088,39.0,2.44,1.21
2020-07-17 21:30:39.606874,165.0,1.4,0.83
2020-07-17 22:00:34.614577,97.0,1.66,1.04
2020-07-17 22:30:32.124064,80.0,1.86,0.77
2020-07-17 23:00:35.304904,66.0,1.9,1.01
2020-07-17 23:30:26.454019,40.0,2.5,1.21
2020-07-18 00:00:28.806232,44.0,2.52,1.13
2020-07-18 00:30:27.911597,39.0,2.43,1.05
2020-07-18 01:00:26.804047,43.0,2.38,1.23
2020-07-18 01:30:29.353749,40.0,2.42,0.94
2020-07-18 02:00:33.646385,39.0,2.38,1.08
2020-07-18 02:30:28.034439,40.0,2.43,1.08
2020-07-18 03:00:34.701466,39.0,2.5,1.0
2020-07-18 03:30:28.731106,40.0,2.51,1.03
2020-07-18 04:00:27.809317,40.0,2.46,1.11
2020-07-18 04:30:26.478927,40.0,2.46,1.17
2020-07-18 05:00:29.066157,43.0,2.4,1.04
2020-07-18 05:30:30.150357,41.0,2.21,0.99
2020-07-18 06:00:33.696456,41.0,2.43,1.08
2020-07-18 06:30:27.603207,40.0,2.1,1.16
2020-07-18 07:00:33.836002,40.0,2.46,1.02
2020-07-18 07:30:27.537755,60.0,2.44,1.06
2020-07-18 08:00:32.911142,60.0,2.46,1.0
2020-07-18 08:30:26.643232,40.0,2.46,1.21
2020-07-18 09:00:27.196006,40.0,2.47,1.16
2020-07-18 09:30:28.169677,40.0,2.36,1.2
2020-07-18 10:00:27.371204,47.0,2.42,1.21
2020-07-18 10:30:26.685638,40.0,2.42,1.18
2020-07-18 11:00:27.830827,40.0,2.45,1.11
2020-07-18 11:30:27.526830,44.0,2.38,1.15
2020-07-18 12:00:29.099900,44.0,2.44,1.13
2020-07-18 12:30:26.788023,40.0,2.53,1.13
2020-07-18 13:00:29.359794,40.0,2.38,1.0
2020-07-18 13:30:28.902505,39.0,2.34,1.03
2020-07-18 14:00:29.366805,59.0,2.4,1.17
2020-07-18 14:30:27.880417,40.0,2.52,1.08
2020-07-18 15:00:28.431868,40.0,2.32,1.08
2020-07-18 15:30:28.393822,40.0,2.44,1.05
2020-07-18 16:00:29.010905,62.0,2.41,1.13
2020-07-18 16:30:29.175248,42.0,2.45,0.94
2020-07-18 17:00:28.815571,61.0,2.44,1.16
2020-07-18 17:30:28.276657,53.0,2.47,1.04
2020-07-18 18:00:29.652988,40.0,2.47,1.08
2020-07-18 18:30:32.614442,94.0,1.97,0.85
2020-07-18 19:00:34.952414,79.0,2.01,0.99
2020-07-18 19:30:34.237635,100.0,2.04,0.78
2020-07-18 20:00:34.820626,41.0,1.87,0.81
2020-07-18 20:30:33.193417,59.0,2.33,0.89
2020-07-18 21:00:44.305709,236.0,1.58,0.79
2020-07-18 21:30:37.288345,165.0,2.36,0.97
2020-07-18 22:00:42.989520,40.0,1.61,0.85
2020-07-18 22:30:45.000054,374.0,1.23,0.78
2020-07-18 23:00:33.034716,60.0,2.04,1.04
2020-07-18 23:30:48.423125,337.0,1.36,0.64
2020-07-19 00:00:46.169353,450.0,1.54,0.82
2020-07-19 00:31:38.458722,999.0,0.5,0.6
2020-07-19 01:00:31.145426,40.0,2.4,0.99
2020-07-19 01:30:27.927224,40.0,2.42,1.0
2020-07-19 02:00:32.656372,54.0,2.37,0.97
2020-07-19 02:30:28.081300,40.0,2.49,0.97
2020-07-19 03:00:28.480770,41.0,2.44,1.07
2020-07-19 03:30:26.288078,44.0,2.41,1.17
2020-07-19 04:00:34.126868,54.0,2.36,1.06
2020-07-19 04:30:28.506581,40.0,2.42,1.02
2020-07-19 05:00:33.094196,48.0,2.42,1.06
2020-07-19 05:30:27.050371,40.0,2.43,1.07
2020-07-19 06:00:30.473302,39.0,2.52,1.04
2020-07-19 06:30:27.714212,39.0,2.31,1.13
2020-07-19 07:00:33.363421,40.0,2.46,1.23
2020-07-19 07:30:28.868672,40.0,2.38,0.99
2020-07-19 08:00:33.342901,53.0,2.37,1.12
2020-07-19 08:30:27.013707,46.0,2.39,0.94
2020-07-19 09:00:45.803159,420.0,2.05,1.05
2020-07-19 09:30:30.128873,30.0,2.33,0.93
2020-07-19 10:00:33.548715,54.0,2.44,1.21
2020-07-19 10:30:27.741533,45.0,2.47,1.19
2020-07-19 11:00:27.274284,53.0,2.45,1.2
2020-07-19 11:30:27.340574,44.0,2.41,1.09
2020-07-19 12:00:33.172116,61.0,2.5,1.19
2020-07-19 12:30:28.330277,42.0,2.5,1.14
2020-07-19 13:00:30.292871,39.0,2.43,1.06
2020-07-19 13:30:27.916779,40.0,2.48,1.02
2020-07-19 14:00:30.574834,56.0,2.5,1.04
2020-07-19 14:30:27.749709,40.0,2.41,1.08
2020-07-19 15:00:30.544553,41.0,2.43,1.14
2020-07-19 15:30:29.089469,44.0,2.4,1.03
2020-07-19 16:00:28.693251,44.0,2.56,1.11
2020-07-19 16:30:25.982245,40.0,2.46,1.1
2020-07-19 17:00:33.119326,57.0,2.29,0.9
2020-07-19 17:30:27.308802,39.0,2.44,1.16
2020-07-19 18:00:33.194228,59.0,2.46,1.04
2020-07-19 18:30:48.314577,334.0,1.48,0.79
2020-07-19 19:01:00.868022,562.0,1.59,1.01
2020-07-19 19:31:13.542389,723.0,0.14,0.53
2020-07-19 20:01:03.319710,247.0,1.27,0.84
2020-07-19 20:30:34.863821,113.0,1.29,0.97
2020-07-19 21:01:04.353183,541.0,0.98,0.78
2020-07-19 21:31:04.076850,573.0,0.74,0.67
2020-07-19 22:00:51.017463,337.0,1.29,0.44
2020-07-20 20:30:34.722381,61.0,2.33,1.06
2020-07-20 21:00:36.204530,73.0,1.66,0.99
2020-07-20 21:30:31.825547,76.0,1.28,1.15
2020-07-20 22:00:32.334000,40.0,2.34,1.13
2020-07-20 22:30:27.902953,45.0,2.44,1.09
2020-07-20 23:00:33.213783,75.0,2.33,1.09
2020-07-20 23:30:28.313464,54.0,2.43,1.2
2020-07-21 00:00:34.817500,45.0,2.35,1.1
2020-07-21 00:30:28.288309,44.0,2.39,1.1
2020-07-21 01:00:27.567949,45.0,2.47,1.16
2020-07-21 01:30:43.725488,266.0,1.11,0.77
2020-07-21 02:00:29.388051,55.0,2.47,1.05
2020-07-21 02:30:28.339957,40.0,2.4,1.01
2020-07-21 03:00:33.987481,40.0,2.43,1.16
2020-07-21 03:30:28.556306,40.0,2.34,1.12
2020-07-21 04:00:29.057655,48.0,2.42,1.19
2020-07-21 04:30:28.428619,40.0,2.48,1.11
2020-07-21 05:00:30.159168,40.0,2.47,1.14
2020-07-21 05:30:26.814461,42.0,2.49,1.19
2020-07-21 06:00:34.227823,83.0,1.71,0.73
2020-07-21 06:30:28.324042,40.0,2.34,1.03
2020-07-21 07:00:34.132943,44.0,2.48,1.16
