Date,Ping (ms),Download (Mbps),Upload (Mbps)
2020-11-08 09:00:52.022983,31.0,5.29,0.98
2020-11-08 09:30:46.204257,30.0,6.62,1.18
2020-11-08 10:00:46.005228,24.0,6.46,1.19
2020-11-08 10:30:57.365677,37.0,4.39,1.02
2020-11-08 11:30:54.253429,31.0,3.88,0.96
2020-11-08 12:00:39.908379,50.0,2.7,0.9
2020-11-08 12:33:53.144310,31.0,6.2,1.01
2020-11-08 13:01:01.067157,27.0,5.89,1.11
2020-11-08 13:31:07.832541,51.0,5.84,1.01
2020-11-08 14:00:46.562948,33.0,6.32,1.07
2020-11-08 14:30:53.337007,26.0,6.46,1.25
2020-11-08 15:00:56.076333,25.0,6.19,1.22
2020-11-08 15:30:34.825499,26.0,6.51,0.99
2020-11-08 16:00:47.076631,26.0,6.47,1.07
2020-11-08 16:30:43.066530,25.0,5.84,1.07
2020-11-08 17:00:55.974505,24.0,6.47,0.95
2020-11-08 17:30:34.611177,26.0,3.42,0.74
2020-11-08 18:00:54.051129,24.0,3.22,1.07
2020-11-08 18:34:47.447473,44.0,6.38,1.01
2020-11-08 19:00:41.046359,24.0,6.65,1.15
2020-11-08 19:30:43.436564,24.0,6.16,1.07
2020-11-08 20:06:03.735767,25.0,6.16,1.01
2020-11-08 20:31:02.761752,236.0,3.59,0.93
2020-11-08 21:00:43.216579,32.0,5.58,1.0
2020-11-08 21:30:40.950081,28.0,5.95,1.1
2020-11-09 17:30:53.170048,146.0,4.83,1.0
2020-11-09 18:00:31.177375,24.0,4.83,0.92
2020-11-09 18:30:29.839187,47.0,4.68,0.82
2020-11-09 19:00:35.521881,43.0,4.09,0.91
2020-11-09 19:30:31.103008,77.0,4.59,0.96
2020-11-09 20:00:35.792346,24.0,6.34,1.04
2020-11-09 20:30:52.633857,24.0,5.12,1.01
2020-11-09 21:02:03.845153,25.0,4.83,0.94
2020-11-10 08:02:18.351616,28.0,5.57,0.8
2020-11-10 20:00:53.676972,52.0,6.14,1.03
2020-11-10 20:30:27.285916,26.0,4.85,1.05
2020-11-10 21:00:52.527406,31.0,6.1,1.0
2020-11-10 21:30:43.961590,25.0,4.9,1.03
2020-11-13 20:31:33.298569,31.0,5.33,1.01
2020-11-13 21:09:28.236907,24.0,6.25,1.09
2020-11-13 21:41:54.815772,25.0,5.49,0.99
2020-11-13 22:01:42.217134,203.0,3.26,0.8
2020-11-13 22:31:56.043070,51.0,4.43,0.93
2020-11-13 23:03:53.339577,254.0,3.89,0.78
2020-11-13 23:30:42.395482,23.0,6.5,1.21
2020-11-14 00:00:52.697449,24.0,6.15,1.06
2020-11-14 00:30:34.175870,25.0,6.28,1.14
2020-11-14 01:00:34.502609,33.0,6.3,1.2
2020-11-14 01:30:33.273628,24.0,6.54,1.15
2020-11-14 02:00:36.722122,38.0,6.48,1.24
2020-11-14 02:30:33.464732,23.0,6.47,1.16
2020-11-14 03:00:49.839914,28.0,6.24,1.04
2020-11-14 03:31:22.112991,24.0,6.6,1.24
2020-11-14 04:00:49.943938,24.0,6.38,1.22
2020-11-14 04:30:33.610633,24.0,6.33,1.27
2020-11-14 05:00:47.890519,25.0,5.96,1.24
2020-11-14 05:30:35.781557,24.0,6.26,1.0
2020-11-14 06:00:35.475575,24.0,6.08,1.15
2020-11-14 06:30:35.430780,24.0,5.23,1.22
2020-11-14 07:00:38.019092,39.0,6.37,0.96
2020-11-14 07:30:33.558503,25.0,6.32,1.17
2020-11-14 08:00:35.611509,24.0,6.59,1.12
2020-11-14 17:01:02.034032,29.0,5.17,1.03
2020-11-14 17:31:05.547632,66.0,4.41,0.88
2020-11-14 18:00:47.671706,24.0,4.59,0.97
2020-11-14 18:30:46.690456,23.0,5.18,1.02
2020-11-14 19:00:52.517389,26.0,3.97,0.93
2020-11-14 19:30:51.671875,24.0,4.96,1.03
2020-11-14 20:00:55.936544,24.0,4.58,1.0
2020-11-14 22:00:56.665777,24.0,5.3,1.01
2020-11-14 22:30:54.403907,129.0,3.91,1.05
2020-11-14 23:00:47.990503,26.0,4.97,0.85
2020-11-14 23:30:50.093424,25.0,4.13,0.85
2020-11-15 10:01:16.300803,27.0,6.31,1.06
2020-11-15 10:30:53.632759,25.0,5.75,0.99
2020-11-15 11:00:52.339148,24.0,6.45,1.06
2020-11-15 11:30:45.733810,25.0,6.61,1.16
2020-11-15 12:00:52.921990,89.0,5.51,0.86
2020-11-15 12:30:35.420600,29.0,5.5,1.03
2020-11-15 13:00:53.281072,48.0,4.14,0.92
2020-11-15 13:30:51.898796,24.0,5.23,0.84
2020-11-15 14:00:35.955061,31.0,6.05,1.15
2020-11-15 14:30:33.782172,26.0,6.47,1.23
2020-11-15 15:00:57.682314,85.0,5.32,0.98
2020-11-15 15:30:46.129155,32.0,6.26,1.05
2020-11-15 16:00:30.181198,34.0,5.97,0.93
2020-11-15 16:30:33.392945,37.0,6.45,0.67
2020-11-15 17:00:28.365044,31.0,6.22,0.92
2020-11-15 17:30:28.013083,25.0,6.1,1.02
2020-11-15 18:00:29.439330,24.0,6.41,1.16
2020-11-15 18:31:11.281729,54.0,5.61,0.97
2020-11-15 19:00:52.069521,25.0,5.3,1.14
2020-11-15 19:30:53.198014,31.0,6.54,1.2
2020-11-15 20:00:59.521643,34.0,4.74,1.09
2020-11-15 20:30:26.164825,24.0,6.11,1.23
2020-11-15 21:00:46.368021,25.0,5.9,1.09
2020-11-15 21:30:34.961931,32.0,6.0,1.03
2020-11-15 22:00:45.506908,24.0,6.26,1.04
2020-11-15 22:30:48.466891,24.0,6.08,1.05
2020-11-15 23:00:35.899262,24.0,6.03,1.15
2020-11-15 23:30:34.983434,25.0,6.09,1.1
2020-11-16 00:01:05.976523,27.0,6.13,1.06
2020-11-16 00:30:35.260082,25.0,6.49,1.05
2020-11-16 01:00:48.886668,25.0,6.23,1.03
2020-11-16 01:30:34.423123,24.0,6.04,1.16
2020-11-16 02:00:37.840086,25.0,6.32,1.03
2020-11-16 02:30:34.203322,24.0,6.22,1.17
2020-11-16 03:00:36.720507,33.0,6.13,1.09
2020-11-16 03:30:46.286736,25.0,6.12,1.12
2020-11-16 04:00:35.858997,32.0,6.17,1.2
2020-11-16 04:30:46.299920,24.0,6.26,1.18
2020-11-16 05:00:36.214931,40.0,6.5,1.21
2020-11-16 05:30:34.728399,25.0,6.28,1.16
2020-11-16 06:00:47.516489,25.0,6.57,1.12
2020-11-16 06:30:36.392566,24.0,6.19,1.09
2020-11-16 07:00:40.927000,32.0,6.41,1.12
2020-11-16 07:30:35.503209,24.0,6.28,1.03
2020-11-16 08:00:47.480312,24.0,6.19,1.23
2020-11-16 08:30:37.584281,34.0,6.15,1.02
2020-11-16 09:00:36.075825,27.0,6.37,1.03
2020-11-16 09:30:46.815985,26.0,6.46,1.24
2020-11-16 10:00:45.408718,23.0,6.28,1.23
2020-11-16 10:30:35.431366,24.0,6.26,1.05
2020-11-16 11:03:20.683369,27.0,6.04,1.14
2020-11-16 11:30:27.687915,58.0,6.45,1.2
2020-11-16 12:00:39.841686,65.0,5.36,1.08
2020-11-16 12:30:36.065071,119.0,4.37,0.86
2020-11-16 13:00:52.813342,54.0,5.56,0.98
2020-11-16 13:30:33.076907,50.0,4.18,1.18
2020-11-16 14:00:49.980882,49.0,6.49,1.16
2020-11-16 14:30:47.128330,52.0,5.88,1.21
2020-11-16 15:00:31.603269,54.0,5.83,1.21
2020-11-16 15:32:16.088005,50.0,6.13,1.22
2020-11-16 16:00:49.599671,57.0,6.54,1.09
2020-11-16 16:30:29.533730,52.0,5.07,1.2
2020-11-16 17:00:39.604731,55.0,6.55,1.13
2020-11-16 17:30:49.955302,61.0,5.23,1.03
2020-11-16 18:02:52.801426,66.0,6.28,0.97
2020-11-16 18:30:45.275623,66.0,4.76,1.04
2020-11-16 19:19:40.645028,56.0,6.41,1.1
2020-11-16 19:30:44.606560,64.0,6.5,1.11
2020-11-16 20:00:30.569364,55.0,6.1,1.1
2020-11-16 20:30:49.954384,57.0,5.64,1.1
2020-11-16 21:00:43.934417,52.0,5.42,0.81
2020-11-16 21:30:48.636016,79.0,3.36,0.91
2020-11-16 22:00:37.044824,57.0,3.96,0.93
2020-11-16 22:30:50.875253,59.0,4.01,1.0
2020-11-16 23:00:42.222748,52.0,3.91,0.86
2020-11-16 23:30:44.807048,57.0,4.75,0.9
2020-11-17 00:00:57.238640,52.0,6.6,1.07
2020-11-17 00:30:26.938655,52.0,6.51,1.17
2020-11-17 01:00:32.393996,53.0,6.57,1.09
2020-11-17 01:30:36.558281,51.0,6.48,1.12
2020-11-17 02:00:38.677822,59.0,6.53,1.11
2020-11-17 02:30:34.970315,52.0,6.63,1.2
2020-11-17 03:00:37.979971,57.0,6.61,1.0
2020-11-17 03:30:26.879707,52.0,6.55,1.14
2020-11-17 04:00:36.285929,52.0,6.63,1.18
2020-11-17 04:30:41.093138,52.0,6.63,1.14
2020-11-17 05:00:36.735625,54.0,6.43,1.15
2020-11-17 05:30:39.038680,68.0,6.58,1.12
2020-11-17 06:00:45.749276,76.0,6.55,1.21
2020-11-17 06:30:36.331747,51.0,6.6,1.1
2020-11-17 07:00:41.138638,59.0,6.52,1.02
2020-11-17 07:30:36.002490,52.0,6.59,1.22
2020-11-17 08:00:41.694820,53.0,6.42,1.14
2020-11-17 08:30:38.395655,53.0,6.1,1.1
2020-11-17 09:00:37.501228,70.0,6.51,1.05
2020-11-17 09:30:49.149519,57.0,5.68,1.1
2020-11-17 10:00:43.535795,52.0,6.08,0.9
2020-11-17 10:30:47.640230,197.0,4.51,1.04
2020-11-17 11:00:46.559327,50.0,6.63,1.09
2020-11-17 11:30:27.266178,58.0,6.59,1.26
2020-11-17 12:00:42.403857,53.0,6.52,1.14
2020-11-17 12:30:27.759207,49.0,5.96,1.13
2020-11-17 13:00:45.223764,49.0,5.81,1.23
2020-11-17 13:30:40.015927,57.0,6.46,1.21
2020-11-17 14:01:05.364916,82.0,6.55,1.15
2020-11-17 14:30:51.884215,57.0,6.45,1.04
2020-11-17 15:00:59.720491,52.0,6.52,1.23
2020-11-17 15:30:35.859938,52.0,6.61,1.14
2020-11-17 16:00:53.535662,52.0,6.59,0.95
2020-11-17 16:30:37.159765,52.0,6.44,1.04
2020-11-17 17:00:35.778275,52.0,6.54,1.25
2020-11-17 17:30:36.209326,51.0,6.59,1.11
2020-11-17 18:31:40.952777,40.0,6.58,1.08
2020-11-17 19:00:52.482249,49.0,6.07,1.26
2020-11-17 19:30:29.440332,80.0,6.4,1.15
2020-11-17 20:00:48.804823,49.0,6.58,1.03
2020-11-17 20:30:47.986704,40.0,3.57,1.12
2020-11-17 21:00:35.668577,95.0,3.41,0.77
2020-11-17 21:30:47.075408,219.0,2.21,0.67
2020-11-17 22:00:38.173378,209.0,4.32,0.87
2020-11-17 22:30:32.795870,115.0,3.88,1.02
2020-11-17 23:00:39.808006,204.0,2.74,0.79
2020-11-18 09:30:49.048550,47.0,6.67,0.94
2020-11-18 10:01:30.737616,40.0,6.02,1.12
2020-11-18 10:30:53.939272,48.0,6.53,1.03
2020-11-18 11:00:41.005285,49.0,6.54,1.08
2020-11-18 11:30:29.021074,49.0,6.49,1.1
2020-11-18 12:00:33.597991,49.0,5.8,1.08
2020-11-18 12:30:48.925978,48.0,5.32,1.01
2020-11-18 13:00:37.378837,24.0,6.23,0.96
2020-11-18 13:30:44.324386,23.0,5.79,1.19
2020-11-18 14:00:32.833229,58.0,6.61,1.09
2020-11-18 14:30:45.499666,40.0,6.51,1.13
2020-11-18 15:00:36.750507,49.0,6.03,1.18
2020-11-18 15:30:35.803201,66.0,6.37,1.05
2020-11-18 16:00:44.974478,59.0,6.4,1.22
2020-11-18 16:30:27.275692,39.0,6.51,1.09
2020-11-18 17:00:30.496711,52.0,5.94,1.17
2020-11-18 17:30:35.471631,41.0,6.01,1.19
2020-11-18 18:00:34.680681,67.0,6.39,1.12
2020-11-18 18:30:33.865847,53.0,6.64,1.19
2020-11-18 19:00:53.578431,40.0,6.3,1.28
2020-11-18 19:30:36.108264,52.0,6.55,0.99
2020-11-18 20:00:27.137478,52.0,6.25,1.17
2020-11-18 20:30:28.000711,53.0,6.53,1.13
2020-11-18 21:00:38.561389,192.0,3.67,0.79
2020-11-18 21:30:31.894177,53.0,5.01,0.98
2020-11-18 22:00:41.802352,190.0,2.66,0.8
2020-11-18 22:30:32.090356,51.0,5.49,1.11
2020-11-18 23:00:36.816317,52.0,5.01,1.1
2020-11-18 23:30:47.728143,52.0,4.9,1.06
2020-11-19 00:01:01.557866,52.0,6.68,1.13
2020-11-19 00:30:29.419980,50.0,6.63,0.96
2020-11-19 01:00:27.610710,52.0,6.22,1.16
2020-11-19 01:30:28.026213,58.0,6.5,1.1
2020-11-19 02:00:26.556753,52.0,6.59,1.25
2020-11-19 02:30:27.582921,50.0,6.45,1.17
2020-11-19 03:00:26.821598,63.0,6.57,1.14
2020-11-19 03:30:29.206867,70.0,4.13,1.02
2020-11-19 04:00:34.752063,52.0,6.46,1.1
2020-11-19 04:31:15.122092,51.0,6.66,1.15
2020-11-19 05:00:34.722630,58.0,6.45,1.2
2020-11-19 05:30:27.429108,44.0,6.61,1.18
2020-11-19 06:00:28.103556,48.0,5.89,1.21
2020-11-19 06:30:25.513426,40.0,6.55,1.25
2020-11-19 07:00:28.128018,44.0,5.87,1.08
2020-11-19 07:30:26.586567,44.0,5.84,1.14
2020-11-19 08:00:27.666812,40.0,2.99,1.01
2020-11-19 08:30:28.041635,45.0,6.33,1.0
2020-11-19 09:00:27.655264,39.0,6.22,1.18
2020-11-19 09:30:26.561521,40.0,6.49,1.14
2020-11-19 10:00:52.462886,40.0,6.01,1.15
2020-11-19 10:30:31.284531,55.0,6.57,0.98
2020-11-19 11:00:52.083636,53.0,5.87,1.04
2020-11-19 11:30:48.270976,49.0,6.57,1.15
2020-11-19 12:00:50.112368,64.0,3.8,1.16
2020-11-19 12:30:33.822097,60.0,4.86,0.96
2020-11-19 13:00:29.592516,44.0,4.35,1.01
2020-11-19 13:30:37.233293,49.0,6.56,1.03
2020-11-19 14:00:47.271561,50.0,6.37,1.21
2020-11-19 14:30:50.207328,65.0,6.63,1.11
2020-11-19 15:00:33.314273,40.0,6.53,1.07
2020-11-19 15:30:48.340765,59.0,5.16,0.93
2020-11-19 16:01:02.650553,52.0,5.17,0.93
2020-11-19 16:30:30.783527,70.0,3.7,0.87
2020-11-19 17:00:31.528284,98.0,2.52,0.82
2020-11-19 17:30:32.310805,104.0,4.59,0.86
2020-11-19 18:00:27.929962,52.0,6.34,1.05
2020-11-19 18:30:37.353739,70.0,4.46,0.86
2020-11-19 19:00:54.089000,103.0,4.11,0.92
2020-11-19 20:00:27.405921,52.0,4.04,1.04
2020-11-19 20:30:28.314140,60.0,6.58,1.11
2020-11-19 21:00:34.271747,58.0,6.1,1.06
2020-11-19 21:30:28.030127,51.0,3.84,0.91
2020-11-19 22:00:38.153059,104.0,4.3,0.67
2020-11-19 22:30:34.345243,122.0,5.09,0.83
2020-11-19 23:00:29.236591,69.0,3.92,0.95
2020-11-20 12:01:55.244047,66.0,6.44,0.98
2020-11-20 12:30:53.571335,49.0,6.41,1.09
2020-11-20 13:00:38.123221,81.0,4.91,1.13
2020-11-20 13:30:35.870365,49.0,6.54,1.15
2020-11-20 14:00:53.478224,98.0,4.77,1.18
2020-11-20 14:30:48.920188,49.0,6.57,1.19
2020-11-20 15:00:47.407601,49.0,5.98,1.15
2020-11-20 15:30:46.742092,52.0,6.57,1.1
2020-11-20 16:00:45.734191,48.0,6.61,1.21
2020-11-20 16:31:10.672917,52.0,5.41,0.96
2020-11-20 17:00:31.249450,53.0,5.4,1.14
2020-11-20 17:30:28.497036,52.0,5.71,1.01
2020-11-20 18:00:33.440196,52.0,6.11,1.21
2020-11-20 18:30:27.171833,52.0,6.31,1.13
2020-11-20 19:00:30.670071,52.0,6.04,0.88
2020-11-20 19:30:26.142858,51.0,6.06,1.2
2020-11-20 20:00:39.635274,57.0,4.17,0.98
2020-11-20 20:30:31.997106,68.0,5.18,1.03
2020-11-20 21:00:27.142910,52.0,6.51,1.15
2020-11-20 21:30:30.754100,74.0,4.93,1.05
2020-11-20 22:00:34.971307,57.0,4.85,0.78
2020-11-20 22:30:34.644162,100.0,4.18,0.76
2020-11-20 23:00:34.389880,105.0,3.94,0.8
2020-11-21 19:34:14.617704,48.0,4.47,0.95
2020-11-21 20:00:52.105326,39.0,5.38,1.05
2020-11-21 20:30:28.200906,65.0,5.8,1.15
2020-11-21 21:00:37.918538,59.0,5.08,0.87
2020-11-21 21:30:28.414197,40.0,4.95,1.12
2020-11-21 22:00:29.188861,59.0,6.14,1.0
2020-11-21 22:30:30.284221,96.0,3.76,1.05
2020-11-21 23:00:30.701573,67.0,6.44,1.25
2020-11-21 23:30:27.771394,44.0,6.68,1.13
2020-11-22 00:00:29.145217,57.0,6.4,1.26
2020-11-22 00:30:27.217622,42.0,6.63,1.21
2020-11-22 01:00:33.500591,55.0,6.63,1.01
2020-11-22 01:30:28.564599,39.0,5.96,1.22
2020-11-22 02:00:28.985315,36.0,6.53,1.19
2020-11-22 02:30:26.696012,39.0,4.63,1.25
2020-11-22 03:00:33.495564,59.0,6.4,1.21
2020-11-22 03:30:27.461191,42.0,6.63,1.09
2020-11-22 04:00:31.017445,60.0,6.53,1.2
2020-11-22 04:30:26.628408,40.0,6.47,1.17
2020-11-22 05:00:27.817123,43.0,6.18,1.11
2020-11-22 05:30:27.506082,39.0,6.58,1.08
2020-11-22 06:00:38.054972,59.0,6.62,1.1
2020-11-22 06:30:28.216629,44.0,6.55,1.1
2020-11-22 07:00:45.012770,40.0,6.58,1.08
2020-11-22 07:30:35.966792,40.0,6.63,1.09
2020-11-22 08:00:34.713745,44.0,6.5,1.22
2020-11-22 08:30:39.001855,40.0,6.5,1.13
2020-11-22 09:00:40.113527,49.0,6.3,1.18
2020-11-22 09:30:36.095720,40.0,5.81,1.22
2020-11-22 10:00:37.190828,54.0,6.63,1.2
2020-11-22 10:30:35.957641,39.0,6.54,1.02
2020-11-22 12:00:48.072630,67.0,5.99,1.19
2020-11-22 12:30:38.267139,49.0,6.28,0.94
2020-11-22 13:00:52.154035,70.0,5.09,1.26
2020-11-22 13:30:40.678755,49.0,5.84,1.11
2020-11-22 14:01:08.307057,165.0,2.71,1.08
2020-11-22 14:30:44.720582,68.0,6.39,1.25
2020-11-22 15:00:38.249305,49.0,6.49,1.01
2020-11-22 15:30:48.083723,50.0,6.34,1.11
2020-11-22 16:00:38.859978,40.0,6.39,1.13
2020-11-22 16:30:46.700255,42.0,6.55,1.02
2020-11-22 17:00:51.911043,98.0,2.6,1.06
2020-11-22 17:30:45.236871,49.0,6.65,1.18
2020-11-22 18:00:50.087416,87.0,4.58,1.18
2020-11-22 18:30:49.225469,59.0,6.56,1.15
2020-11-22 19:00:49.029498,87.0,3.99,1.05
2020-11-22 19:30:48.036183,105.0,5.65,1.17
2020-11-22 20:00:48.065660,50.0,6.49,1.07
2020-11-22 20:30:32.480202,50.0,6.03,1.02
2020-11-22 21:00:55.754775,55.0,6.15,1.15
2020-11-22 21:30:42.990485,53.0,6.26,1.21
2020-11-22 22:00:47.332633,42.0,4.33,1.22
2020-11-22 22:30:48.633457,50.0,6.41,1.15
2020-11-22 23:00:36.854983,50.0,6.38,1.16
2020-11-22 23:30:38.175742,49.0,6.48,1.17
2020-11-23 00:00:48.561533,49.0,6.53,1.26
2020-11-23 00:30:35.975789,49.0,6.45,1.2
2020-11-23 01:00:39.159305,98.0,6.22,1.2
2020-11-23 01:30:36.523668,28.0,6.53,1.1
2020-11-23 02:00:36.715346,89.0,6.37,1.22
2020-11-23 02:30:39.487830,66.0,6.34,0.94
2020-11-23 03:00:37.724895,51.0,6.35,1.12
2020-11-23 03:30:37.848697,49.0,6.54,1.04
2020-11-23 04:00:38.713579,54.0,6.55,1.15
2020-11-23 04:31:59.408027,53.0,6.62,1.1
2020-11-23 05:00:31.217137,82.0,5.26,1.09
2020-11-23 05:30:47.545833,49.0,6.56,1.28
2020-11-23 06:00:40.336886,41.0,6.55,1.19
2020-11-23 06:30:37.578345,82.0,6.61,1.27
2020-11-23 07:00:49.043707,49.0,6.16,1.13
2020-11-23 07:30:36.951287,49.0,6.44,1.14
2020-11-23 08:00:56.057642,49.0,6.54,1.23
2020-11-23 08:30:31.512237,100.0,6.22,1.11
2020-11-23 09:00:31.267879,83.0,6.34,1.12
2020-11-23 09:30:29.379620,53.0,6.45,1.22
2020-11-23 10:00:31.053637,99.0,6.52,1.17
2020-11-23 10:30:30.054909,81.0,6.48,1.17
2020-11-23 11:00:27.528070,66.0,6.52,1.25
2020-11-23 11:30:36.881821,49.0,6.51,1.21
2020-11-23 12:00:37.627510,53.0,6.65,1.09
2020-11-23 12:30:37.411544,52.0,6.59,1.14
2020-11-23 13:00:37.041982,82.0,6.53,1.19
2020-11-23 13:30:35.619520,49.0,6.48,1.18
2020-11-23 14:00:47.802662,54.0,5.19,0.92
2020-11-23 14:30:45.876809,48.0,5.01,1.09
2020-11-23 15:00:34.547322,72.0,3.61,1.0
2020-11-23 15:30:48.020334,40.0,6.55,1.13
2020-11-23 16:00:36.424888,62.0,6.27,1.2
2020-11-23 16:30:37.615267,53.0,5.92,1.02
2020-11-23 17:00:37.018501,64.0,6.31,1.07
2020-11-23 17:30:43.923754,39.0,6.0,1.16
2020-11-23 18:00:36.877567,59.0,6.21,1.14
2020-11-23 18:30:46.572997,49.0,6.63,1.19
2020-11-23 19:00:49.235793,40.0,6.53,1.14
2020-11-23 19:30:46.710603,51.0,6.48,1.14
2020-11-23 20:00:38.103651,48.0,6.54,1.19
2020-11-23 20:30:47.640509,80.0,4.07,0.9
2020-11-23 21:00:37.370022,56.0,4.3,1.03
2020-11-23 21:30:49.219854,119.0,4.44,0.96
2020-11-23 22:00:37.611807,64.0,5.35,1.07
2020-11-23 22:30:38.840273,42.0,4.72,0.88
2020-11-23 23:00:47.769999,40.0,6.57,1.15
2020-11-23 23:30:35.096609,58.0,6.59,1.2
2020-11-24 00:00:41.375894,49.0,6.36,1.12
2020-11-24 00:30:45.313441,40.0,6.64,1.2
2020-11-24 01:00:35.672866,46.0,6.36,1.13
2020-11-24 01:30:35.816895,44.0,6.59,1.14
2020-11-24 02:00:36.511404,40.0,6.63,1.12
2020-11-24 02:30:34.952563,41.0,6.69,1.2
2020-11-24 03:00:37.159234,47.0,6.44,1.09
2020-11-24 03:30:46.895918,40.0,6.61,1.09
2020-11-24 04:00:48.832944,40.0,6.67,1.23
2020-11-24 04:30:36.904830,43.0,6.64,1.18
2020-11-24 05:00:49.209658,40.0,6.52,1.18
2020-11-24 05:30:48.416876,40.0,6.54,1.04
2020-11-24 06:00:37.053493,41.0,6.61,1.11
2020-11-24 06:30:41.961779,42.0,6.58,0.77
2020-11-24 07:00:38.207502,60.0,6.42,1.04
2020-11-24 07:30:45.337724,43.0,6.67,1.25
2020-11-24 08:00:36.248636,60.0,6.37,1.06
2020-11-24 08:30:28.915868,42.0,6.59,1.17
2020-11-24 09:00:35.904864,58.0,6.46,1.11
2020-11-24 09:30:37.745009,60.0,6.62,1.17
2020-11-24 10:00:38.369190,49.0,6.12,1.07
2020-11-24 10:30:35.774000,43.0,6.56,1.21
2020-11-24 11:00:36.418591,58.0,6.53,1.22
2020-11-24 11:30:38.442828,45.0,6.59,0.97
2020-11-24 12:00:38.038323,59.0,6.11,1.25
2020-11-24 12:30:48.474973,43.0,6.57,1.08
2020-11-24 13:00:36.198015,66.0,6.58,1.21
2020-11-24 13:30:37.650221,39.0,6.63,1.08
2020-11-24 14:00:48.609300,42.0,6.53,1.25
2020-11-24 14:30:47.059499,39.0,6.59,1.02
2020-11-24 15:00:36.525522,58.0,5.87,1.24
2020-11-24 15:30:35.989815,41.0,6.58,1.19
2020-11-24 16:00:39.256775,40.0,6.62,1.1
2020-11-24 16:30:35.254870,60.0,6.39,1.22
2020-11-24 17:00:36.309104,47.0,6.52,1.12
2020-11-24 17:30:37.627412,40.0,6.59,1.03
2020-11-24 18:00:38.704431,41.0,6.6,1.09
2020-11-24 18:30:37.032260,44.0,6.48,1.12
2020-11-24 19:00:35.973703,40.0,6.57,1.22
2020-11-24 19:30:48.054662,60.0,6.5,1.14
2020-11-24 20:00:36.088675,59.0,6.6,1.15
2020-11-24 20:30:46.005436,58.0,4.21,0.95
2020-11-24 21:00:48.313414,43.0,4.76,0.99
2020-11-25 10:30:47.029859,61.0,6.57,1.2
2020-11-25 11:01:01.412062,40.0,5.01,1.25
2020-11-25 11:30:45.750093,65.0,4.92,1.12
2020-11-25 12:01:18.784785,106.0,5.45,0.97
2020-11-25 12:31:00.989409,58.0,2.76,1.01
2020-11-25 13:01:27.429810,58.0,6.15,1.17
2020-11-25 13:59:15.977393,52.0,3.46,0.74
2020-11-25 14:00:54.090045,31.0,5.32,0.83
2020-11-25 14:30:42.337103,25.0,6.26,1.12
2020-11-25 15:00:38.524533,25.0,6.31,0.98
2020-11-25 15:30:26.359477,29.0,5.78,1.15
2020-11-25 16:00:43.162726,25.0,6.2,1.06
2020-11-25 16:30:44.172134,24.0,6.21,0.97
2020-11-25 17:00:43.035456,27.0,6.37,1.22
2020-11-25 17:30:49.761931,23.0,5.59,1.15
2020-11-25 18:00:44.134905,24.0,5.14,1.06
2020-11-25 18:30:30.645403,38.0,6.39,1.1
2020-11-25 19:00:31.539947,35.0,6.25,1.09
2020-11-25 19:30:25.601335,24.0,6.33,1.16
2020-11-25 20:00:26.720448,24.0,6.62,1.08
2020-11-25 20:30:47.838177,24.0,4.93,1.18
2020-11-25 21:00:50.285248,23.0,6.39,1.08
2020-11-25 21:31:50.981774,24.0,6.03,1.16
2020-11-25 22:00:29.255719,24.0,6.39,1.18
2020-11-25 22:30:32.424043,24.0,6.6,0.89
2020-11-25 23:00:29.391603,35.0,6.33,1.18
2020-11-25 23:30:28.776683,24.0,6.14,1.23
2020-11-26 00:00:29.015845,24.0,6.48,1.06
2020-11-26 00:30:26.778929,23.0,6.31,1.05
2020-11-26 01:00:36.197894,71.0,4.36,1.11
2020-11-26 01:30:27.157930,24.0,6.28,1.07
2020-11-26 02:00:30.922956,43.0,6.5,0.96
2020-11-26 02:30:26.372303,25.0,6.43,1.22
2020-11-26 03:00:33.996356,36.0,6.38,1.23
2020-11-26 03:30:46.660463,23.0,6.51,1.18
2020-11-26 04:00:29.665122,40.0,6.38,1.06
2020-11-26 04:30:25.432904,27.0,6.32,1.22
2020-11-26 05:00:29.007071,30.0,6.57,0.99
2020-11-26 05:30:26.920925,24.0,6.28,1.1
2020-11-26 06:00:36.318746,24.0,6.44,1.12
2020-11-26 06:30:25.695626,24.0,6.45,1.02
2020-11-26 07:00:26.394280,32.0,6.43,1.19
2020-11-26 07:30:48.001078,24.0,6.4,1.14
2020-11-26 08:00:34.592532,38.0,6.4,0.97
2020-11-26 08:30:25.842994,24.0,6.31,1.17
2020-11-26 09:00:30.486787,36.0,6.41,1.17
2020-11-26 09:30:27.167567,24.0,6.11,1.04
2020-11-26 10:00:28.509135,37.0,6.28,1.26
2020-11-26 10:30:27.682763,24.0,6.23,1.04
2020-11-26 11:00:30.693776,34.0,6.45,1.08
2020-11-26 11:30:35.244449,26.0,6.23,1.07
2020-11-26 12:00:33.725392,24.0,6.29,1.17
2020-11-26 12:30:31.952258,23.0,6.41,1.12
2020-11-26 13:00:33.776831,24.0,6.27,1.14
2020-11-26 13:30:34.036967,24.0,6.22,1.18
2020-11-26 14:00:34.940538,37.0,6.52,1.26
2020-11-26 14:30:42.332056,24.0,6.17,1.03
2020-11-26 15:00:34.850208,24.0,6.28,1.08
2020-11-26 15:30:33.240977,24.0,6.39,1.19
2020-11-26 16:00:33.956161,28.0,6.26,1.23
